First_name,Last_name,Date_of_birth,Age,Phone_number,SSN,Systolic(BP),Diastolic(BP),Oxygen_saturation,Heart_rate,Respiratory_rate,Temperature,Glucose_levels
Kevin,Brown,12/08/1949,75,(726)433-1241,9,113,76,96,110,20,99.4,108
Jerald,Johnson,07/18/1980,44,(810)564-8620,3,113,75,97,115,19,99.5,105
Jennifer,Miller,08/22/1967,57,(310)633-4574,0,120,74,100,96,16,100.4,107
Ada,Lin,02/24/1969,55,(770)768-3146,6,117,76,100,115,15,99.9,104
Dexter,Love,07/02/1989,35,(256)453-4631,1,104,71,97,119,13,99.0,109
William,Thomas,03/27/1996,28,(640)094-9904,3,118,71,100,75,19,98.8,112
Elijah,Davis,09/19/2001,23,(234)499-4760,1,105,70,97,85,17,99.2,102
Duncan,Clark,06/12/1956,68,(208)043-1748,7,100,73,100,104,17,99.8,110
Sally,Thomas,10/08/1999,25,(203)810-3797,4,112,73,99,89,13,99.0,111
Jordan,Beard,04/05/1967,57,(327)394-1885,7,114,76,99,125,12,99.8,107
David,Allen,06/02/2002,22,(279)693-7563,7,119,69,98,128,18,99.7,102
Athena,Allen,02/17/1966,58,(631)354-8397,7,100,72,95,118,14,99.2,101
Kevin,Martin,06/02/1991,33,(951)983-3404,3,117,67,99,114,12,99.6,108
Betty,Love,03/11/1957,67,(510)132-0629,3,102,71,96,82,20,99.3,103
Raymond,Thomas,10/03/1967,57,(948)045-2037,5,101,76,98,95,13,99.5,104
William,Allen,12/02/1977,47,(806)694-4205,6,106,67,100,93,17,99.0,102
Lucas,Martin,07/30/1972,52,(765)292-4056,1,111,77,99,127,16,99.1,112
Kelly,Lin,11/03/1951,73,(423)101-3991,4,113,73,98,121,15,100.1,108
Carlos,Leblanc,09/16/1983,41,(557)397-0174,8,100,68,97,111,16,98.8,110
Dexter,Taylor,11/06/1988,36,(903)652-6576,6,102,78,97,116,13,99.4,114
Lucas,Ward,12/22/1979,44,(331)505-7590,1,108,76,100,136,18,99.0,115
Carlos,Simpson,06/09/1995,29,(248)263-5900,9,118,73,99,82,19,99.2,102
James,Martin,09/12/1971,53,(660)066-7966,3,112,72,97,123,17,99.3,106
Wes,Lee,06/08/1991,33,(225)829-7794,2,113,78,99,112,14,99.8,115
Lucas,Clark,10/02/1996,28,(712)853-5565,4,114,67,95,116,20,100.3,115
Isabelle,Wilson,12/16/1949,74,(276)368-0394,2,113,77,96,122,15,99.0,114
Betty,Navarro,03/08/1971,53,(870)820-5353,9,115,70,99,122,12,99.7,103
Tonia,Johnson,03/03/1989,35,(305)663-4167,2,114,72,97,104,17,100.2,102
Cathy,Keith,10/14/1995,29,(945)319-3203,5,108,72,99,119,12,100.2,101
Harri,Gonzales,06/26/1971,53,(715)880-6356,5,111,67,98,104,12,98.9,111
Waldo,Lopez,06/27/1998,26,(406)969-0316,0,105,78,99,102,16,98.7,110
Athena,Garcia,01/23/2002,22,(948)341-4183,7,108,69,100,110,13,100.2,102
Ilene,Ward,12/10/1963,61,(662)732-3695,5,109,71,96,127,20,98.6,113
Elijah,Miller,07/23/1956,68,(602)357-2648,3,107,76,96,111,15,98.8,109
Simon,Smith,10/13/1974,50,(512)689-8976,6,115,79,97,132,19,99.1,103
Sally,Keith,07/02/1995,29,(912)433-6311,0,110,68,98,124,16,99.7,115
Logan,Ward,04/27/1963,61,(229)184-7031,2,102,68,99,98,20,99.8,109
John,Zhang,08/07/1994,30,(334)150-7708,2,118,67,97,101,15,100.3,111
Simon,Gomez,08/06/1980,44,(850)336-7251,9,115,74,97,123,12,98.8,112
Tonia,Lyons,09/25/1969,55,(405)956-3726,6,103,79,99,85,16,99.6,108
Andre,Johnson,04/09/1984,40,(224)004-7548,3,100,68,100,143,20,99.0,106
David,Lyons,12/08/1967,57,(657)654-2189,4,113,72,97,110,19,99.8,107
Simon,Murray,07/28/1952,72,(730)255-0856,5,118,67,99,80,16,99.7,106
Jerald,Brown,05/19/1986,38,(227)348-2399,6,110,79,99,103,12,99.4,115
Sally,Mays,11/09/1959,65,(380)674-2751,7,103,71,96,131,17,99.6,108
Thea,Hickman,09/28/1990,34,(409)963-4554,3,102,74,99,161,20,100.2,109
Cara,Lewis,08/13/1984,40,(360)712-5819,7,103,76,97,127,16,99.3,111
Raymond,Leblanc,02/08/1979,45,(682)533-1735,7,104,77,99,96,15,99.9,107
Sally,Lee,06/13/1984,40,(929)227-3557,6,119,69,97,104,18,99.2,109
James,Gomez,01/15/1960,64,(363)317-7486,1,117,75,99,105,12,100.3,105
Hershel,Davis,09/22/1973,51,(808)510-9561,2,104,77,100,134,16,99.7,103
Isabelle,Huynh,01/22/2000,24,(910)948-2784,0,104,67,100,123,16,98.6,109
Hershel,Smith,01/02/1959,65,(630)967-1437,8,109,71,100,132,12,99.8,104
Kelly,Young,01/04/1953,71,(214)730-6749,7,108,78,100,119,15,99.1,113
Andre,Adkins,12/12/1983,41,(839)489-4106,1,116,67,95,100,13,98.7,107
Jessica,Lopez,07/01/1978,46,(959)917-5938,7,114,70,96,110,20,99.4,102
Katherine,Hickman,09/25/1961,63,(227)647-4206,8,115,68,96,112,16,98.9,110
John,Ward,08/17/1956,68,(605)445-0889,2,101,72,97,79,13,99.6,113
Liam,Miller,02/17/1970,54,(929)479-6161,3,120,78,99,140,17,99.6,104
Hamza,Jones,12/18/1949,74,(423)794-9791,5,115,74,96,112,20,99.9,112
Dexter,Mullins,12/04/1968,56,(941)749-4274,0,108,77,99,134,16,99.3,102
Tonia,Simpson,02/21/1961,63,(812)492-4399,9,114,71,99,107,19,100.3,111
Carrol,Love,02/20/1998,26,(714)299-4084,1,119,75,96,116,16,99.1,108
Liam,Huynh,07/20/1957,67,(563)218-6768,1,115,68,95,130,16,98.7,101
Carrol,Lin,06/01/1989,35,(479)973-2551,0,112,74,95,104,18,99.6,110
Felton,Zhang,02/10/1993,31,(615)733-9931,7,103,70,96,149,15,100.2,103
Ernest,Lyons,07/19/1966,58,(619)194-4083,8,105,76,97,88,19,99.1,101
Betty,Allen,11/05/1982,42,(972)215-6329,8,119,70,98,93,13,99.6,113
Barbara,Mays,07/30/1969,55,(754)027-6827,4,104,68,95,104,17,99.9,106
Douglas,Ward,04/18/1997,27,(714)819-1644,7,105,67,95,122,16,99.2,106
Ilene,White,03/26/1976,48,(949)598-0826,0,110,72,97,127,12,99.0,104
Cara,Thompson,03/09/1996,28,(865)336-7235,9,100,78,99,80,17,99.7,113
Liam,Beard,10/23/1995,29,(516)360-7720,1,106,70,97,118,16,99.0,101
Bella,Anderson,04/08/1991,33,(715)195-6440,1,101,78,95,136,15,99.5,104
Lucas,Adkins,09/23/1975,49,(419)795-2130,3,107,69,97,101,15,100.3,114
Oscar,Jackson,06/30/1968,56,(661)336-2941,6,119,72,100,113,18,98.9,113
Johnnie,Navarro,04/18/1960,64,(707)360-2066,0,103,79,95,90,18,99.3,110
Simon,Chen,12/22/1971,52,(484)345-9412,4,107,67,95,126,17,100.2,107
James,Mays,09/27/1969,55,(573)100-4065,6,105,74,95,106,14,99.5,102
Jordan,Leblanc,09/20/2001,23,(959)684-2421,8,104,73,96,118,20,99.9,114
Harri,Jackson,02/05/2001,23,(701)485-2362,5,109,76,95,115,16,99.3,110
Harold,Mullins,09/15/1957,67,(772)992-5655,3,107,71,100,114,18,99.9,105
Barbara,Jackson,11/09/1997,27,(623)931-7316,0,105,78,100,122,12,100.2,115
Cara,Holt,03/18/1977,47,(989)840-3935,9,100,70,98,100,17,98.9,106
Jennifer,Mays,10/19/1950,74,(443)627-4083,0,110,79,100,108,16,98.8,115
Isabelle,Hickman,04/10/1954,70,(920)120-8963,5,113,69,96,76,13,99.8,102
Thea,Lyons,07/30/1988,36,(417)653-7001,9,114,72,100,147,19,100.3,104
Carrol,Jackson,08/20/1960,64,(201)745-0539,7,100,75,98,108,18,100.2,110
Hershel,Jackson,08/16/1972,52,(440)008-7043,7,109,78,97,113,18,99.9,114
Athena,Valencia,06/04/1950,74,(754)766-9658,4,105,78,98,110,18,99.5,113
Ilene,Smith,03/24/1995,29,(212)431-9516,9,117,77,96,77,20,98.8,110
Andre,Gaines,03/22/2003,21,(972)214-9419,9,100,73,99,98,17,98.6,112
Samuel,Thomas,04/15/1957,67,(872)376-5341,0,114,75,99,106,17,99.3,113
Jennifer,Ward,04/08/1984,40,(369)945-7304,9,115,77,95,148,16,98.9,104
Jason,Young,01/02/1994,30,(856)502-6099,9,107,72,100,159,17,98.9,115
Ilene,Lyons,01/02/1986,38,(630)137-9008,6,104,73,98,103,20,99.0,103
Betty,Murray,09/28/1974,50,(641)923-8014,4,102,69,95,129,12,99.8,113
Douglas,Ward,03/27/1967,57,(218)244-2997,1,103,74,98,111,15,98.8,110
Velma,Mays,06/08/1967,57,(763)331-3468,5,112,67,100,112,12,99.1,106
Felton,Hickman,05/23/1950,74,(707)441-9044,5,100,79,95,84,17,99.9,106
James,Jackson,12/27/1979,44,(214)707-3587,4,110,73,99,136,18,99.0,102
Thea,Murray,12/13/1984,40,(209)451-8691,5,110,72,95,111,14,99.5,115
Isabelle,Potter,01/21/1968,56,(945)098-2251,8,112,78,97,94,15,99.1,104
Katherine,Robinson,10/25/1992,32,(330)314-0955,5,104,72,100,137,16,98.6,105
Kevin,Miller,11/26/2003,21,(662)980-9357,5,116,76,100,123,20,99.3,109
Bella,Lin,11/14/1952,72,(564)168-0463,2,118,69,95,77,20,98.8,115
Josh,Gonzales,04/14/1995,29,(805)040-1171,9,112,73,97,108,14,100.2,103
Carrol,Mullins,02/11/1951,73,(765)133-3652,7,105,75,97,88,15,99.9,113
Isabelle,Gaines,06/16/1977,47,(646)401-1303,3,104,78,99,130,14,99.4,108
Simon,Wilson,08/15/1976,48,(504)410-5560,4,109,74,95,124,15,100.1,114
Katherine,Moore,12/05/2003,21,(270)117-8730,9,103,72,95,95,18,100.0,114
Katherine,Love,08/05/1992,32,(762)011-1225,5,117,71,95,137,18,99.4,114
Oscar,Simpson,04/03/1998,26,(240)424-7248,1,107,71,99,104,20,98.6,107
Tommy,Anderson,05/13/1960,64,(252)090-6728,3,120,69,95,109,13,100.1,111
Noah,Mullins,07/26/1959,65,(317)790-2638,9,100,75,99,85,18,99.0,114
Velma,Ward,05/28/1952,72,(580)247-1240,8,116,77,100,91,15,100.1,115
Kelly,Mullins,11/24/1981,43,(217)258-9683,8,114,75,100,116,14,98.6,110
Carrol,Moore,12/27/1963,60,(531)263-6579,3,113,69,97,110,17,98.9,111
Carlos,Anderson,07/25/1981,43,(201)169-9077,3,103,78,99,133,16,98.8,110
Sally,Jones,02/10/1996,28,(636)166-7263,6,102,67,99,83,16,99.9,114
James,White,05/20/1967,57,(805)781-2893,2,111,68,95,122,17,100.1,112
Ilene,Valencia,08/26/1992,32,(269)532-8552,3,120,75,96,113,16,99.3,104
David,Mays,08/17/2000,24,(571)289-3441,7,107,75,95,77,14,99.0,102
Tommy,Miller,01/18/1960,64,(470)751-0841,8,105,73,100,104,15,99.1,109
Wes,Martinez,07/01/1958,66,(878)121-3640,5,104,68,96,88,18,99.4,101
Athena,Mullins,05/09/2002,22,(406)025-1530,1,108,77,100,122,12,99.8,110
Harri,Gaines,11/06/1992,32,(254)646-9957,5,119,75,97,154,19,98.6,108
Isabelle,Lyons,04/23/1974,50,(327)455-8574,8,105,74,99,131,15,100.2,110
Betty,Cohen,08/18/1959,65,(704)646-3099,1,113,76,95,103,16,99.9,115
Lucas,Allen,12/13/1983,41,(606)377-3982,4,102,71,97,94,20,99.0,102
John,Gomez,09/18/1963,61,(913)498-4507,8,113,79,100,92,17,99.2,104
James,Wilson,05/18/1976,48,(983)675-2099,3,118,77,98,142,14,99.6,108
Tommy,Murray,03/14/1974,50,(601)460-9329,1,102,67,100,143,18,99.3,113
Hamza,Hickman,04/22/1968,56,(986)075-7839,7,102,70,100,130,19,99.1,108
Katherine,Jones,05/24/1980,44,(347)216-1850,8,118,77,98,139,13,99.5,103
Connor,Murray,10/04/1995,29,(878)646-8344,5,107,68,98,103,12,99.4,114
Tommy,Jackson,10/16/2004,20,(659)051-2883,0,115,68,95,128,20,99.8,103
Brandi,Adkins,03/06/1969,55,(937)149-8960,0,103,74,96,101,16,100.4,111
Athena,Taylor,06/03/1975,49,(762)914-9834,7,112,77,97,99,17,99.4,104
Dexter,Robinson,06/12/1969,55,(959)390-9482,3,119,72,100,113,16,99.0,107
Tommy,Walker,11/17/1986,38,(718)460-8014,4,114,68,95,140,20,99.3,110
Harold,Potter,06/14/1954,70,(910)311-4352,9,106,68,95,124,14,100.2,108
Andre,Jones,05/14/1960,64,(419)588-0005,1,116,73,99,127,19,99.0,107
Carrol,Smith,12/07/1963,61,(602)027-6084,0,114,67,95,111,19,99.9,109
Hamza,Simpson,06/14/1950,74,(730)759-1245,0,120,79,96,82,19,99.2,109
Andre,Gaines,04/12/1959,65,(775)463-1635,6,114,70,100,105,14,98.7,110
Ada,Murray,09/13/1952,72,(225)471-8632,0,109,74,98,124,16,100.1,109
Ilene,Simpson,04/29/1977,47,(731)551-0865,3,111,67,99,102,14,99.1,102
Stacey,Anderson,12/21/1957,66,(562)695-2400,1,110,71,99,95,14,98.7,107
Jennifer,Ward,03/25/1992,32,(534)907-3226,1,107,73,98,101,14,99.6,113
Wes,Gaines,02/19/1982,42,(586)120-4164,0,105,78,98,135,13,100.4,104
Ada,Mays,09/03/2004,20,(919)965-6028,3,114,75,95,100,20,99.2,115
Felton,Thompson,09/06/2000,24,(419)939-5819,8,101,77,100,80,14,99.8,106
Katherine,Jones,12/14/1986,37,(557)574-6560,4,113,74,98,154,19,98.9,101
Bella,Clark,04/19/1983,41,(320)830-2870,3,111,77,98,143,15,98.7,111
Wes,Brown,06/11/1968,56,(413)231-8992,6,105,79,95,84,17,98.7,104
Kevin,Thompson,03/12/1975,49,(657)286-4446,9,110,73,97,90,17,99.7,108
Jessica,Wilson,10/05/1971,53,(215)998-3312,5,119,75,97,133,20,99.6,106
Hamza,Leblanc,03/22/1949,75,(802)494-4159,4,116,73,95,78,15,99.4,107
Harri,Taylor,04/04/1974,50,(201)164-1609,5,107,75,96,138,19,99.5,110
Dexter,Walker,06/16/2004,20,(971)603-7327,6,113,77,96,110,20,99.6,109
Douglas,Brown,09/14/1997,27,(214)953-3382,2,111,70,96,121,16,99.8,109
Ada,Young,03/31/1964,60,(726)814-5867,4,107,72,95,108,20,99.8,101
Lucas,Mays,09/01/1960,64,(930)367-7196,8,111,76,95,91,16,100.0,108
Andre,Chen,12/26/1998,25,(219)161-5092,8,118,73,100,92,16,99.1,111
Jerald,Smith,04/01/1949,75,(743)365-7251,2,102,79,96,83,20,98.6,110
Megan,Lee,06/02/1996,28,(505)347-7333,4,115,74,96,88,16,100.3,101
Jerald,Thompson,08/04/1963,61,(828)974-9435,2,114,69,96,84,15,99.1,114
Jessica,Anderson,11/28/1990,34,(248)304-5191,2,108,74,100,146,13,98.9,110
David,Holt,11/22/1975,49,(571)335-3153,5,102,67,96,96,17,100.0,111
Sally,Allen,02/18/1958,66,(620)159-5314,9,100,75,96,131,14,99.5,109
Harold,Navarro,11/08/1955,69,(630)408-9976,8,117,71,99,102,15,99.6,111
Jennifer,Lopez,03/13/1969,55,(324)664-3691,6,100,74,96,97,16,99.7,101
Harold,Leblanc,07/22/1987,37,(650)395-9799,0,113,67,97,148,14,99.3,110
Tommy,Hickman,04/09/2000,24,(686)846-5816,6,106,68,98,114,17,99.6,101
Johnnie,Walker,11/11/1989,35,(727)115-1091,1,111,69,95,143,16,99.4,104
Hamza,Taylor,07/12/1975,49,(771)928-1151,5,116,71,97,102,20,99.8,106
Jessica,Moore,01/15/1954,70,(239)585-1150,4,105,76,99,119,14,98.8,106
Tonia,Gonzales,10/20/1985,39,(224)201-0324,0,114,75,99,157,20,99.1,112
Jason,Adkins,12/26/1992,31,(313)910-9938,8,102,75,97,99,14,99.6,102
Harri,Leblanc,02/27/1986,38,(860)651-5583,2,106,76,100,125,19,99.1,112
Mustafa,Clark,03/22/1956,68,(605)082-7763,9,114,74,97,87,16,99.5,106
Tommy,Ward,02/10/1970,54,(904)068-4402,6,107,75,95,100,13,99.7,107
Athena,Gomez,12/03/1984,40,(334)897-3178,1,103,69,98,141,16,99.2,114
Simon,Clark,06/21/1975,49,(865)787-1130,5,101,69,95,102,19,99.2,113
Samuel,Mays,09/16/1966,58,(216)924-0180,3,115,71,100,84,19,99.1,106
Noah,Cohen,08/04/2004,20,(219)005-2721,3,102,79,95,111,13,99.7,107
Isabelle,Hickman,09/27/1996,28,(928)118-9777,0,111,73,100,108,17,99.3,115
Velma,Valencia,09/07/1952,72,(628)128-9255,2,119,72,100,81,15,99.1,104
Dexter,Thompson,11/23/1963,61,(432)326-2945,6,112,69,98,118,19,99.1,111
Katherine,Davis,05/12/1987,37,(975)874-9031,9,115,68,98,125,12,99.7,108
Raymond,Davis,09/23/1956,68,(502)067-3233,0,115,73,96,132,18,99.0,109
Bella,Mullins,01/11/1969,55,(276)466-7520,3,111,74,95,140,19,99.0,110
Thea,Love,03/13/2000,24,(254)101-1801,3,115,75,99,97,16,99.6,112
David,Thompson,03/09/1995,29,(223)384-9522,7,110,70,98,85,16,100.1,115
Tommy,Mays,02/29/1956,68,(463)385-3646,1,115,72,96,103,13,99.6,101
Jordan,Cohen,11/18/1974,50,(667)062-2693,2,102,78,98,123,15,100.2,103
Sally,Moore,03/10/1970,54,(952)912-7564,5,108,74,96,104,12,99.7,115
Velma,Johnson,10/22/2001,23,(341)523-7436,3,111,68,97,93,12,100.0,106
Betty,Huynh,01/29/1976,48,(503)055-5669,3,111,74,97,91,19,99.1,103
Dexter,Martinez,01/13/2001,23,(870)273-4386,8,101,76,99,90,19,98.6,113
Carrol,Gonzales,05/16/1975,49,(840)789-4571,4,108,70,99,109,16,98.8,112
Andre,Lewis,08/02/2003,21,(327)065-7366,3,115,78,98,76,20,100.0,110
Cara,Hickman,06/11/1989,35,(781)766-7756,6,119,72,96,106,19,100.3,104
Ada,Lee,02/08/1966,58,(952)339-5611,7,100,68,100,117,19,99.1,107
Lucas,Hernandez,09/22/1959,65,(785)449-6647,0,111,72,96,86,17,99.8,106
Megan,Murray,09/21/1950,74,(903)524-4798,5,118,67,95,78,18,99.5,104
Noah,Beard,08/25/2002,22,(504)036-8054,8,107,71,97,96,15,99.8,113
Cathy,Chen,02/09/1966,58,(754)817-5473,7,107,73,99,136,17,98.6,113
Jason,Zhang,10/02/1995,29,(708)072-5996,5,115,71,100,102,16,99.3,112
Jennifer,Holt,10/12/1969,55,(651)339-4374,0,112,67,99,128,18,100.2,103
Simon,Beard,06/09/1954,70,(737)257-1652,1,103,73,95,102,15,99.9,111
Stacey,Cohen,08/03/1976,48,(838)187-6684,9,119,74,96,129,16,99.0,105
Stacey,Thompson,07/26/1973,51,(563)932-8756,7,113,78,97,102,19,99.9,114
Katherine,Zhang,12/04/1978,46,(970)987-6548,0,119,74,95,90,14,98.8,104
Liam,Jones,11/13/1966,58,(980)469-8918,0,119,77,97,92,16,100.0,106
Dexter,Miller,02/14/1965,59,(279)515-6423,0,102,74,100,94,13,99.8,102
Wes,Smith,12/08/1997,27,(307)292-7113,0,104,67,100,123,19,99.0,114
Dorothy,Adkins,05/11/1958,66,(708)246-3131,3,109,79,97,82,15,99.9,111
Kelly,Keith,07/14/1951,73,(404)809-0564,7,114,79,99,81,17,99.5,111
Jenny,Martinez,12/12/1985,39,(279)464-3528,9,118,72,98,121,18,100.0,108
Hamza,Gaines,11/25/1976,48,(614)287-4927,0,111,73,95,130,19,100.3,112
Jason,Mays,05/30/1951,73,(986)776-5913,9,117,68,99,80,18,100.2,109
Oscar,Garcia,04/23/1962,62,(234)348-5456,9,109,74,99,132,13,99.8,105
Hershel,Keith,06/04/1973,51,(973)266-9641,2,103,77,95,125,12,99.6,111
Johnnie,Love,08/26/1987,37,(464)522-8626,2,113,70,98,117,12,100.1,106
Lucas,Young,12/04/1970,54,(283)674-6601,2,103,77,95,113,15,99.8,113
John,Lewis,08/13/1994,30,(318)904-4867,6,112,79,95,151,14,100.4,108
Cathy,Huynh,10/20/1988,36,(973)225-0176,7,118,72,96,112,16,99.7,110
David,Navarro,08/18/1972,52,(605)005-0245,2,103,68,100,91,16,99.4,102
Felton,Huynh,12/10/1989,35,(302)995-2722,0,114,67,100,151,18,100.2,102
Bella,Lin,07/01/1991,33,(937)089-7659,8,109,75,98,143,19,98.7,102
Katherine,Potter,08/31/1968,56,(820)851-5653,2,119,79,95,128,15,100.3,112
Waldo,Keith,06/21/1966,58,(412)919-8496,0,101,73,96,89,14,100.2,113
David,Johnson,07/23/1954,70,(414)012-7109,2,100,70,99,126,13,100.4,113
Raymond,Simpson,07/05/1999,25,(331)333-9112,9,101,68,98,82,20,99.8,106
Ilene,Garcia,05/13/2003,21,(432)036-9911,2,100,69,96,116,20,98.6,107
Carrol,Thomas,09/26/1993,31,(641)819-4322,1,113,69,100,158,16,99.8,113
Duncan,Robinson,04/18/1953,71,(361)751-4921,0,106,75,97,101,15,99.4,109
Cathy,Taylor,08/24/1979,45,(678)355-4534,5,107,79,95,119,12,99.4,102
Kelly,Thomas,10/11/1981,43,(469)379-9673,8,112,78,96,136,18,99.6,115
Vivian,Johnson,06/04/1978,46,(215)687-2870,2,110,74,98,144,15,99.8,110
Waldo,Martin,11/30/1971,53,(978)676-9466,6,102,79,100,122,17,98.7,111
Oscar,Ward,07/11/1992,32,(540)874-3197,5,119,76,96,131,16,99.5,107
Mustafa,Lee,11/28/1982,42,(864)696-7413,9,106,72,96,98,18,99.0,104
Athena,Thomas,11/18/1968,56,(220)463-5522,1,116,71,99,129,15,99.1,112
Kelly,Lewis,10/15/1984,40,(220)513-7448,6,109,71,99,143,17,99.7,109
Felton,Mays,10/02/2003,21,(509)485-0840,0,108,75,95,105,17,100.3,115
Athena,Gomez,03/30/1949,75,(201)678-7626,4,105,76,99,113,20,99.1,106
Waldo,Huynh,12/08/1996,28,(806)943-2410,5,106,68,96,120,12,99.1,109
Waldo,Allen,04/02/1985,39,(713)951-6518,5,101,69,96,107,17,100.3,104
Elijah,Miller,09/22/1963,61,(641)351-9417,4,115,67,97,90,20,99.5,107
William,Lin,05/01/1949,75,(878)942-2047,9,114,71,97,91,20,98.9,107
Lucas,Love,06/06/1984,40,(713)658-2524,4,109,70,98,131,14,100.2,113
Megan,Johnson,01/19/1978,46,(608)201-5127,6,102,75,98,94,16,98.9,111
Noah,Taylor,12/26/1975,48,(406)342-9667,6,104,71,95,101,18,98.9,113
Isabelle,Thomas,09/23/1971,53,(430)698-1008,1,107,73,97,97,17,99.5,106
Brandi,Taylor,10/09/1997,27,(908)117-4153,7,104,72,98,90,17,100.1,106
Cathy,Mullins,01/26/1971,53,(580)440-9182,8,119,74,97,131,16,100.2,113
Bella,Allen,03/17/1967,57,(978)264-6081,6,119,79,95,88,12,99.0,115
Jessica,Potter,12/17/1982,41,(803)431-9515,9,110,69,97,140,18,100.4,114
Thea,Potter,03/12/1984,40,(324)787-1147,9,102,71,100,100,12,100.0,106
Dexter,Garcia,09/03/1971,53,(251)477-6057,7,109,73,95,91,15,99.7,104
Kevin,Anderson,05/10/1957,67,(678)023-0716,6,100,76,95,88,13,99.0,108
Isabelle,Martinez,03/21/1964,60,(385)397-4164,7,120,77,100,96,20,98.7,105
